,date,type,value
780,2013-03-18,Accessory Dwelling Unit,183.78630136986303
781,2013-03-19,Accessory Dwelling Unit,183.78630136986303
782,2013-03-20,Accessory Dwelling Unit,180.85753424657534
783,2013-03-21,Accessory Dwelling Unit,180.85753424657534
784,2013-03-22,Accessory Dwelling Unit,180.85753424657534
785,2013-03-25,Accessory Dwelling Unit,180.85753424657534
786,2013-03-26,Accessory Dwelling Unit,180.85753424657534
787,2013-03-27,Accessory Dwelling Unit,180.85753424657534
788,2013-03-28,Accessory Dwelling Unit,180.85753424657534
789,2013-03-29,Accessory Dwelling Unit,180.85753424657534
790,2013-04-01,Accessory Dwelling Unit,180.85753424657534
791,2013-04-02,Accessory Dwelling Unit,180.85753424657534
792,2013-04-03,Accessory Dwelling Unit,180.85753424657534
793,2013-04-04,Accessory Dwelling Unit,180.85753424657534
794,2013-04-05,Accessory Dwelling Unit,181.43287671232878
795,2013-04-08,Accessory Dwelling Unit,183.62191780821917
796,2013-04-09,Accessory Dwelling Unit,185.43013698630136
797,2013-04-10,Accessory Dwelling Unit,176.9013698630137
798,2013-04-11,Accessory Dwelling Unit,178.0958904109589
799,2013-04-12,Accessory Dwelling Unit,178.0958904109589
800,2013-04-15,Accessory Dwelling Unit,178.0958904109589
801,2013-04-16,Accessory Dwelling Unit,178.0958904109589
802,2013-04-17,Accessory Dwelling Unit,174.0849315068493
803,2013-04-18,Accessory Dwelling Unit,174.0849315068493
804,2013-04-19,Accessory Dwelling Unit,174.0849315068493
805,2013-04-22,Accessory Dwelling Unit,174.0849315068493
806,2013-04-23,Accessory Dwelling Unit,174.0849315068493
807,2013-04-24,Accessory Dwelling Unit,174.0849315068493
808,2013-04-25,Accessory Dwelling Unit,173.03013698630136
809,2013-04-26,Accessory Dwelling Unit,174.35068493150686
810,2013-04-29,Accessory Dwelling Unit,174.35068493150686
811,2013-04-30,Accessory Dwelling Unit,175.38630136986302
812,2013-05-01,Accessory Dwelling Unit,175.38630136986302
813,2013-05-02,Accessory Dwelling Unit,173.4027397260274
814,2013-05-03,Accessory Dwelling Unit,172.51780821917808
815,2013-05-06,Accessory Dwelling Unit,168.93698630136987
816,2013-05-07,Accessory Dwelling Unit,168.93698630136987
817,2013-05-08,Accessory Dwelling Unit,172.04931506849314
818,2013-05-09,Accessory Dwelling Unit,172.04931506849314
819,2013-05-10,Accessory Dwelling Unit,172.04931506849314
820,2013-05-13,Accessory Dwelling Unit,170.1917808219178
821,2013-05-14,Accessory Dwelling Unit,170.1917808219178
822,2013-05-15,Accessory Dwelling Unit,173.2986301369863
823,2013-05-16,Accessory Dwelling Unit,174.08767123287672
824,2013-05-17,Accessory Dwelling Unit,176.6027397260274
825,2013-05-20,Accessory Dwelling Unit,178.65753424657535
826,2013-05-21,Accessory Dwelling Unit,179.47123287671232
827,2013-05-22,Accessory Dwelling Unit,179.47123287671232
828,2013-05-23,Accessory Dwelling Unit,179.47123287671232
829,2013-05-24,Accessory Dwelling Unit,179.47123287671232
830,2013-05-28,Accessory Dwelling Unit,179.47123287671232
831,2013-05-29,Accessory Dwelling Unit,179.47123287671232
832,2013-05-30,Accessory Dwelling Unit,179.47123287671232
